Title,Call No,Copy No,Rayon,Branch
Main 1891  STRATEGIQUE 10E,DDC: DON FR,BU,14031,B4
Main 1892  Introduction à la gestion,DDC: DON FR,GI,12046,B4
Main 1893  Cinq semaines en ballon - Texte Abrégé,DDC: DON FR,FR,16237,B5
"Main 1894  Economie D'Entreprise Bts. Tome 1, Connaissance De L'Entreprise",EF,10041,B3,1
Economie D'Entreprise Bts 2eme Annee Strategie De L'Entreprise Et Ethique. Tome 2,EF,10042,B3,1
Le guide qualité de résolution de problème - le secret de l'efficacité japonaise,DDC: DON FR,DP,19106,B7
Main 1897  La Traversée des temps - tome 3 - Soleil sombre,DDC: DON FR,FR,16238,B5
Main 04/06/2025 23:53 Librarika: Reports https://centralib.librarika.com/reports/allCatalogCopies/page:19 6/9 ASN No Title Type Identifiers   Call No Copy No Branch 1898  La Fin des certitudes,DDC: DON FR,PI,21032,B8
Main 1899  Le charme discret de l'intestin : Tout sur un organe mal aimé [ Gut : The Inside Story of Our Body's Most Underrated Organ] (French Edition),DDC: DON FR,SM,5015,B2
Main 1900  L'anomalie,DDC: DON FR,FR,16239,B5
"Main 1901  Les Objets fractals: FORME, HASARD ET DIMENSION (Champs sciences) (French Edition)",SH,18026,B6,3
Strengths finder 2.0,DP,19074,B7,3
Les philosophes sur le divan: Les trois patients du Dr Freud (Essai (9378)) (French Edition),DDC: DON FR,PI,21034,B8
Main 1904  Le Pain nu: Récit autobiographique,DDC: DON FR,FR,16240,B5
Main 1905  Chanson douce [ PRIX GONCOURT 2016 ] (French Edition),DDC: DON FR,FR,16241,B5
Main 1906  Le Prince (Le Livre de Poche) (French Edition),DDC: DON FR,FR,16242,B5
Main 1907  Prime op j'hiberne jl meurtre au manoir 01/2016,DDC: DON FR,FR,16243,B5
Main 1908  La Traversée des temps - tome 2 - La Porte du ciel,DDC: DON FR,FR,16244,B5
Main 04/06/2025 23:53 Librarika: Reports https://centralib.librarika.com/reports/allCatalogCopies/page:19 7/9 ASN No Title Type Identifiers   Call No Copy No Branch 1909  L'Insoutenable Legerete de l'Etre,DDC: DON FR,PI,21035,B8
Main 1910  Le Dernier Jour D'Un Condamné (Ldp Classiques) (French Edition),DDC: DON FR,FR,16245,B5
"Main 1911  Good to Great: Why Some Companies Make the Leap...And Others Don't (Good to Great, 1)",DDC: DON FR,BU,14032,B4
"Main 1912  Bien manger, ça s'apprend !: J'explique à mes enfants et je révise en même temps",DDC: DON FR,SM,5016,B2
"Main 1913  Une approche fractale des marchés: Risquer, perdre et gagner",DDC: DON FR,EF,10043,B3
Main 1914  Comment Se Faire Des Amis (Le Livre de Poche) (French Edition),DP,19010,B7,8
Au-delà de l'impossible: L'extraordinaire au service de la science (Document (12095)) (French Edition),DDC: DON FR,PI,21036,B8
Main 1916  Vernon Subutex (Tome 1),DDC: DON FR,FR,16246,B5
Main 1917  Discours De La Methode,DDC: DON FR,PI,21037,B8
Main 1918  Et tu trouveras le trésor qui dort en toi (French Edition),DDC: DON FR,FR,16247,B5
Main 1919  ABC de l'analyse transactionnelle,DDC: DON FR,SH,18071,B6
Main 04/06/2025 23:53 Librarika: Reports https://centralib.librarika.com/reports/allCatalogCopies/page:19 8/9 ASN No Title Type Identifiers   Call No Copy No Branch 1920  Les sociétés et leur école : emprise du diplôme et cohésion sociale,DDC: DON FR,BU,14033,B4
Main 1921  Becoming,DDC: DON FR,LA,17140,B5
Main 1922  Les étoiles de Sidi Moumen,DDC: DON FR,FR,16249,B5
Main 1923  Les Lois essentielles de la physique: pour tous,DDC: DON FR,PH 614,B1,1
Les lois du chaos (Champs sciences (792)) (French Edition),FR,16135,B5,2
Le Journal de ma disparition (Thrillers) (French Edition),DDC: DON FR,FR,16250,B5
Main 1926  La Valeur de la science,DDC: DON FR,PI,21030,B8
Main 1927  La Confrerie Des Eveilles (Ldp Litterature) (French Edition),FR,16061,B5,2
Rich Dad Poor Dad for Teens: The Secrets about Money- -That You Don't Learn in School!,DDC: DON FR,LA,17141,B5
"Main Page 19 of 20, showing 100 records out of 1942 total, starting on record 1801, ending on 1900 04/06/2025 23:53 Librarika: Reports https://centralib.librarika.com/reports/allCatalogCopies/page:19 9/9 ASN No Title Type Identifiers   Call No Copy No Branch 1929  Faire le diagnostic-minute de votre entreprise: 45 outils pour faire le point - les guides de l'entrepreneur",DDC: DON FR,BU,14034,B4
"Main 1930  Une approche fractale des marchés: Risquer, perdre et gagner",DDC: DON FR,EF,10043,B3
"Main 1931  Une approche fractale des marchés: Risquer, perdre et gagner",DDC: DON FR,EF,10043,B3
Main 1932  Le rocher de Tanios,DDC: DON FR,FR,16251,B5
Main 1933  Gestion de projet 50 outils pour agir (Lire agir) (French Edition),DDC: DON FR,GI,12048,B4
Main 1934  Principles of Operations Management,DDC: DON FR,GI,12049,B4
Main 1935  Organizational Theory and Design,DDC: DON FR,MK,15016,B4
Main 1936  Management des entreprises dans les pays du sud: 12 études de cas réelles du Maroc.,DDC: DON FR,MK,15017,B4
Main 1937  Introduction à la calculabilité,DDC: DON FR,IT 8062,B3,1
Le Maroc hub régional: Stratégie des échanges sud- sud.,DDC: DON FR,HP,20072,B8
"Main Report: All Copies   May 6, 2025 - June 4, 2025   04/06/2025 23:53 Librarika: Reports https://centralib.librarika.com/reports/allCatalogCopies/page:20 1/4 ASN No Title Type Identifiers   Call No Copy No Branch 1939  GESTION DE LA PRODUCTION. Acteurs, techniques et politiques",DDC: DON FR,GI,12050,B4
Main 1940  Fundamental Methods of Mathematical Economics,DDC: DON FR,EF,10044,B3
"Main 1941  Précis de recherche opérationnelle : Exposé succinct des méthodes, enrichi de 50 exercices et problèmes, presque tous résolus, et de 12 programmes en langage évolué",DDC: DON FR,IT 8063,B3,1
Computers and Intractability: A Guide to the Theory of NP-Completeness (Series of Books in the Mathematical Sciences),DDC: DON FR,IT 8064,B3,1
FINANCIAL MANAGEMENT THEORY AND PRACTICE,DDC: DON FR,EF,10045,B3
Main 1944  FINANCIAL MANAGEMENT THEORY AND PRACTICE,DDC: DON FR,EN 3015,B2,1
La logistique mondiale - Transport et communication,DDC: DON FR,EF,10046,B3
Main 1946  Multimédias : comptabilité analytique,DDC: DON FR,EF,10046,B3
Main 1947  Toute la finance d'entreprise en pratique : Cas corrigés de DECF inclus,DDC: DON FR,EF,10047,B3
Main 1948  Les Amants de Grenade,DDC: DON FR,FR,16252,B5
Main 1949  Manager une équipe projet,DDC: DON FR,BU,14035,B4
Main 04/06/2025 23:53 Librarika: Reports https://centralib.librarika.com/reports/allCatalogCopies/page:20 2/4 ASN No Title Type Identifiers   Call No Copy No Branch 1950  Les graphes par l'exemple,DDC: DON FR,GI,12053,B4
Main 1951  4OR - A Quarterly Journal of Operations Research Publication  DDC: DON FR PU 26140 B10  1  Main 1952  Au rythme du monde - Un demi siècle d'articles dans Le Monde (French Edition),DDC: DON FR,FR,16253,B5
Main 1953  Etudes de cas corrigées de stratégie,BU,14036,B4,1
L'amélioration participative des processus,GI,12054,B4,1
"La Chute Des Géants ( Le Siècle, Tome 1) (Litterature & Documents) (French Edition)",DDC: DON FR,FR,16254,B5
"Main 1956  Spinoza, philosophie pratique",DDC: DON FR,PI,21038,B8
Main 1957  ORBEL 30 CONFERENCE Publication  DDC: DON FR PU 26141 B10  1  Main 1958  Le pouvoir de la volonté - La nouvelle science du self- control,DP,19108,B7,1
"Planning without information : the bane of national development, being the 26th inaugural lecture in Ambrose Alli University, Ekpoma-Nigeria, delivered on Thursday June 29, 2006",1,Main,1960,Aide-mémoire maintenance et GMAO - Tableaux de
B4  1  Main 1961  Le guide des recommandations des bonnes pratiques de la logistique hospitalière,GI,12052,B4,1
Voyage au coeur de la mobilité,GI,12055,B4,1
Philosophie et physique du temps et de l'espace,PH 615,B1,1,Main
Metropolitrain,DDC: DON AB,BU,14037,B4
Main 1965  Ville intelligente: Voyage au coeur de la ville intelligente,DDC: DON AB,FR,16255,B5
Main 1966  1  Main 1967  Trop de bonheur (French Edition),DDC: Don,FR,16256,B5
"Main 1968  L'étranger (Collection Folio, no. 2) (French Edition)",FR,16140,B5,3
GRE Prep Plus 2020: 6 Practice Tests + Proven Strategies + Online + Video + Mobile (Kaplan Test Prep),DI,24012,1,Main
Philosophie et physique du temps et de l'espace,PI,21039,1,Main
